loan_id,age,gender,marital_status,dependents,education,employment_status,employment_years,annual_income,credit_score,previous_default,existing_loans_count,loan_purpose,loan_amount,loan_term_months,interest_rate,property_ownership,savings_balance,collateral_value,debt_to_income_ratio,loanapproval
LN106005,47,Male,Single,2,High School,Employed,12.7,108810,698,0,1,Auto,19200,180,8.26,Rent,4104,22218,0.051,1
LN106006,34,Male,Single,0,Master's,Unemployed,0.0,8000,506,0,1,Auto,2200,48,13.52,Mortgage,1857,2598,0.544,0
LN106007,20,Male,Single,4,Bachelor's,Employed,1.1,46706,613,0,2,Personal,8400,84,9.13,Own,3759,0,0.134,1
LN106008,50,Male,Single,1,Bachelor's,Employed,17.4,49869,589,0,0,Business,43400,24,12.03,Rent,770,56329,0.435,0
LN106009,28,Female,Married,2,Bachelor's,Employed,7.2,47562,542,0,0,Personal,7900,84,12.27,Own,18506,0,0.024,1
LN106010,37,Female,Widowed,0,High School,Employed,10.9,15862,625,0,1,Business,4400,36,9.45,Own,666,5662,0.362,0
LN106011,42,Male,Married,2,Master's,Employed,11.7,66286,728,0,0,Education,24000,48,9.91,Own,10640,0,0.091,1
LN106012,40,Male,Married,3,Bachelor's,Employed,16.6,25701,602,0,2,Education,4100,60,8.87,Mortgage,1293,0,0.32,1
LN106013,50,Male,Single,1,High School,Employed,8.3,9186,602,0,0,Education,3100,180,11.32,Rent,2574,0,0.022,0
LN106014,43,Female,Single,0,Bachelor's,Employed,10.8,60180,677,0,1,Education,24900,48,7.41,Rent,6856,0,0.156,1
LN106015,28,Male,Single,0,High School,Retired,3.8,41320,543,0,2,Home,70300,48,13.85,Own,12897,69400,0.568,0
LN106016,61,Male,Single,0,High School,Employed,21.1,21669,591,0,1,Debt Consolidation,3900,48,11.11,Rent,1835,0,0.209,1
LN106017,40,Female,Married,1,Master's,Employed,5.8,45980,505,0,2,Debt Consolidation,6000,84,13.58,Mortgage,6338,0,0.205,1
LN106018,36,Male,Single,1,Bachelor's,Employed,2.6,21280,583,0,0,Business,6100,180,12.14,Rent,1387,7763,0.019,1
LN106019,48,Male,Divorced,1,High School,Employed,8.7,26899,514,0,2,Personal,3500,360,14.06,Mortgage,836,0,0.118,0
LN106020,40,Male,Widowed,0,Bachelor's,Employed,16.3,37132,642,0,4,Education,5800,360,9.87,Mortgage,745,0,0.351,1
LN106021,42,Male,Single,0,Bachelor's,Self-Employed,10.7,24861,532,0,1,Medical,4000,120,13.75,Rent,2155,0,0.102,1
LN106022,65,Male,Married,0,Bachelor's,Self-Employed,13.0,29264,601,0,0,Personal,2100,84,10.99,Own,2141,0,0.01,1
LN106023,34,Female,Married,0,High School,Employed,2.6,8000,528,0,1,Debt Consolidation,2400,36,11.27,Rent,88,0,0.384,1
LN106024,34,Male,Single,0,Master's,Retired,2.2,11187,629,0,1,Education,5300,240,12.61,Own,1116,0,0.245,1
LN106025,39,Male,Divorced,1,High School,Employed,13.9,8565,665,0,1,Personal,1000,24,8.94,Mortgage,410,0,0.383,1
LN106026,49,Female,Single,1,Bachelor's,Unemployed,0.0,8000,574,0,0,Personal,1300,24,12.5,Rent,3051,0,0.081,0
LN106027,21,Female,Married,1,Master's,Employed,0.6,36569,527,1,1,Medical,4200,24,16.86,Rent,9622,0,0.089,0
LN106028,18,Male,Single,1,Bachelor's,Employed,0.0,41383,616,0,1,Education,14500,180,10.78,Rent,2085,0,0.087,1
LN106029,31,Female,Single,2,PhD,Self-Employed,10.0,99951,686,0,0,Education,21200,180,6.17,Rent,3778,0,0.014,1
LN106030,20,Male,Married,2,Master's,Employed,0.2,19465,455,0,5,Education,4400,24,13.58,Rent,18447,0,0.551,0
LN106031,33,Female,Divorced,0,Bachelor's,Employed,2.7,61051,606,0,1,Debt Consolidation,15400,360,10.36,Own,5473,0,0.06,1
LN106032,43,Female,Single,2,High School,Self-Employed,5.0,20588,589,0,0,Debt Consolidation,7900,36,11.17,Rent,539,0,0.128,1
LN106033,28,Female,Single,0,High School,Self-Employed,6.8,35753,543,0,0,Debt Consolidation,3800,60,13.26,Mortgage,39283,0,0.021,1
LN106034,22,Male,Married,1,Master's,Retired,1.1,40414,541,0,0,Auto,6500,84,13.6,Rent,10824,6735,0.023,1
LN106035,38,Male,Single,0,High School,Employed,7.7,27285,502,0,0,Personal,2100,12,12.62,Own,1352,0,0.077,0
LN106036,47,Female,Married,1,High School,Employed,17.5,32694,613,0,1,Medical,3900,48,9.23,Rent,4329,0,0.133,0
LN106037,19,Female,Married,1,High School,Retired,0.1,21283,490,0,2,Auto,4400,84,12.9,Rent,561,5156,0.423,0
LN106038,47,Female,Divorced,1,High School,Employed,5.1,93858,648,0,1,Auto,21900,180,10.75,Own,1321,20046,0.039,1
LN106039,46,Male,Married,1,High School,Employed,22.5,128651,677,0,1,Education,19000,36,10.18,Mortgage,3557,0,0.08,1
LN106040,48,Female,Divorced,1,PhD,Employed,8.9,45801,507,0,1,Medical,7300,84,13.69,Mortgage,3618,0,0.1,0
LN106041,51,Female,Married,1,Master's,Self-Employed,17.9,116777,617,0,1,Home,231400,60,10.26,Rent,19957,263033,0.417,1
LN106042,62,Male,Divorced,1,Master's,Employed,33.6,59499,714,0,1,Debt Consolidation,17100,48,7.02,Rent,9481,0,0.122,1
LN106043,34,Male,Single,1,Master's,Employed,8.1,65794,535,0,2,Home,117200,36,10.68,Rent,10265,115661,0.685,0
LN106044,39,Male,Married,2,High School,Employed,8.3,16459,517,0,0,Auto,2300,120,9.63,Own,3766,2601,0.014,1
LN106045,33,Female,Widowed,0,Associate,Employed,11.4,57210,586,0,2,Auto,15400,120,11.62,Mortgage,13007,17711,0.091,1
LN106046,38,Female,Married,1,High School,Employed,11.4,34508,624,0,3,Debt Consolidation,4600,36,10.09,Mortgage,2502,0,0.398,1
LN106047,54,Female,Divorced,1,High School,Employed,2.3,44887,564,0,0,Auto,9800,12,14.01,Mortgage,1811,10228,0.218,1
LN106048,23,Male,Single,2,Bachelor's,Employed,1.1,23920,465,0,0,Debt Consolidation,4500,360,14.31,Rent,2791,0,0.01,0
LN106049,28,Female,Divorced,1,Bachelor's,Employed,1.8,8000,599,0,1,Auto,1900,36,9.96,Rent,770,2260,0.388,0
LN106050,53,Female,Married,2,High School,Employed,14.3,77622,749,0,2,Debt Consolidation,19800,84,6.98,Own,1648,0,0.073,1
LN106051,49,Male,Single,2,Master's,Employed,5.5,31505,550,0,1,Home,20900,36,11.97,Own,3609,20986,0.361,0
LN106052,34,Male,Single,3,Bachelor's,Retired,4.9,22077,597,0,1,Education,10600,36,9.36,Rent,1769,0,0.313,0
LN106053,47,Male,Single,1,Bachelor's,Employed,24.2,120217,613,0,1,Business,77200,180,10.76,Own,8138,95370,0.059,1
LN106054,41,Female,Divorced,1,Master's,Employed,5.0,25945,627,0,1,Debt Consolidation,6600,180,6.81,Rent,613,0,0.068,1
LN106055,54,Male,Married,3,PhD,Employed,16.5,80920,692,0,5,Home,94900,84,11.5,Own,17667,100378,0.444,0
LN106056,38,Male,Divorced,1,Master's,Employed,3.9,141517,679,0,2,Personal,12700,24,12.12,Mortgage,19172,0,0.106,1
LN106057,49,Male,Married,3,Bachelor's,Self-Employed,9.8,46885,632,0,2,Auto,15700,12,11.77,Rent,5925,15012,0.511,0
LN106058,67,Female,Divorced,3,Associate,Unemployed,0.0,21479,620,0,0,Medical,1500,48,11.19,Own,567,0,0.017,1
LN106059,44,Male,Married,1,Bachelor's,Employed,12.9,40654,587,0,1,Medical,8800,84,12.13,Mortgage,15415,0,0.121,1
LN106060,38,Male,Single,0,Bachelor's,Self-Employed,5.8,68120,473,0,0,Home,51800,84,13.14,Rent,9672,59656,0.109,1
LN106061,45,Male,Single,2,High School,Unemployed,0.0,8000,535,0,2,Auto,1000,360,11.68,Mortgage,260,1031,0.369,1
LN106062,33,Male,Widowed,1,High School,Retired,9.2,10409,516,0,2,Auto,1700,84,13.42,Rent,1387,1585,0.773,0
LN106063,64,Male,Single,2,High School,Employed,19.3,29997,573,0,0,Business,25300,180,11.87,Own,4268,32263,0.056,1
LN106064,39,Male,Single,3,Bachelor's,Employed,12.4,11123,581,0,3,Home,23100,180,10.01,Rent,1957,30006,0.544,0
LN106065,34,Female,Single,0,Bachelor's,Self-Employed,3.3,21922,569,0,1,Personal,3500,24,11.79,Own,924,0,0.158,0
LN106066,28,Female,Single,0,Bachelor's,Self-Employed,4.0,33878,483,0,2,Debt Consolidation,7200,36,12.04,Mortgage,40493,0,0.222,0
LN106067,50,Female,Divorced,1,High School,Self-Employed,6.1,30586,605,0,0,Home,60600,360,12.18,Rent,3043,69659,0.066,0
LN106068,47,Male,Married,2,Bachelor's,Retired,17.6,68934,611,0,0,Personal,9600,24,9.67,Own,4131,0,0.07,1
LN106069,32,Female,Married,0,Bachelor's,Employed,6.8,31473,614,0,2,Education,15100,12,12.84,Mortgage,2938,0,0.652,0
LN106070,44,Male,Divorced,1,Bachelor's,Employed,13.9,26046,592,0,1,Education,7900,48,11.78,Mortgage,1173,0,0.156,1
LN106071,21,Male,Married,1,Bachelor's,Employed,1.7,40689,577,0,1,Auto,8900,12,10.94,Rent,1659,8541,0.246,0
LN106072,40,Female,Divorced,1,Bachelor's,Employed,8.8,26053,543,0,1,Auto,4500,180,10.84,Rent,1880,5277,0.105,1
LN106073,42,Female,Single,1,High School,Employed,9.6,9904,597,0,3,Personal,1600,12,10.21,Mortgage,122,0,1.245,1
LN106074,56,Female,Widowed,0,High School,Self-Employed,1.7,16382,591,0,0,Auto,3300,84,10.3,Rent,4565,2979,0.029,1
LN106075,29,Female,Single,1,Bachelor's,Employed,5.9,19735,565,0,1,Auto,5500,84,12.74,Rent,3115,6277,0.153,1
LN106076,23,Female,Married,2,High School,Employed,3.0,34955,577,0,1,Home,59400,120,11.51,Mortgage,5207,62905,0.266,1
LN106077,28,Female,Married,1,High School,Employed,2.7,15420,566,0,0,Debt Consolidation,4800,12,9.88,Own,2206,0,0.311,1
LN106078,23,Female,Single,0,Bachelor's,Retired,1.1,34091,554,0,0,Debt Consolidation,4200,36,13.25,Rent,14406,0,0.041,1
LN106079,52,Female,Married,0,High School,Employed,20.6,18489,534,0,1,Auto,5300,180,11.0,Rent,108,6793,0.25,0
LN106080,55,Male,Single,0,Master's,Employed,8.2,55879,532,0,1,Auto,15800,36,13.08,Rent,22667,19141,0.123,1
LN106081,41,Male,Single,1,Bachelor's,Unemployed,0.0,11690,512,0,0,Business,9500,60,10.54,Rent,1221,11700,0.163,0
LN106082,51,Female,Married,3,Bachelor's,Employed,10.3,25940,656,0,2,Auto,5900,180,9.51,Mortgage,14173,6163,0.359,1
LN106083,39,Male,Widowed,0,Bachelor's,Employed,5.9,20912,620,0,2,Education,6700,60,9.35,Own,302,0,0.228,1
LN106084,36,Male,Married,1,Bachelor's,Self-Employed,10.0,60034,639,0,0,Debt Consolidation,24300,120,11.67,Mortgage,4796,0,0.04,1
LN106085,34,Male,Married,2,Bachelor's,Employed,2.1,21732,452,0,0,Business,8100,60,15.73,Mortgage,799,8632,0.075,0
LN106086,34,Male,Single,0,Bachelor's,Self-Employed,9.7,17834,591,0,2,Education,6300,36,11.64,Mortgage,1260,0,0.427,1
LN106087,20,Female,Single,1,High School,Employed,1.0,14091,584,0,2,Medical,2600,36,10.53,Rent,925,0,0.465,1
LN106088,40,Female,Married,2,High School,Employed,14.4,17613,587,0,1,Education,8100,240,11.25,Mortgage,2016,0,0.179,1
LN106089,37,Female,Widowed,0,Bachelor's,Employed,9.8,67651,621,0,2,Personal,3700,60,9.97,Mortgage,681,0,0.054,1
LN106090,46,Female,Divorced,2,Bachelor's,Employed,10.4,13072,591,0,1,Business,8800,24,11.49,Mortgage,681,9002,0.597,0
LN106091,39,Female,Single,2,Bachelor's,Employed,8.2,82863,627,0,0,Home,100200,24,10.97,Own,2164,121254,0.605,0
LN106092,36,Male,Married,0,PhD,Self-Employed,15.9,39661,594,0,2,Auto,7200,24,9.0,Mortgage,2512,7182,0.192,1
LN106093,28,Female,Married,0,Bachelor's,Retired,3.6,26476,503,0,2,Home,27700,48,13.54,Own,981,32184,0.534,0
LN106094,38,Male,Married,0,Bachelor's,Self-Employed,8.3,60776,578,0,0,Auto,15500,360,12.84,Rent,3865,15133,0.01,1
LN106095,46,Male,Married,0,Master's,Employed,7.3,40711,468,0,1,Auto,5200,180,15.44,Rent,1729,6569,0.048,1
LN106096,25,Male,Married,0,Associate,Self-Employed,3.8,17026,523,0,0,Personal,2800,120,13.55,Own,2039,0,0.016,1
LN106097,38,Female,Single,0,Master's,Employed,6.9,121303,671,0,2,Home,251800,240,9.29,Mortgage,35191,323826,0.151,1
LN106098,40,Male,Divorced,0,PhD,Retired,11.4,31374,512,0,0,Business,27400,120,13.25,Rent,4271,26427,0.087,1
LN106099,30,Female,Single,2,High School,Self-Employed,3.6,19404,502,0,1,Medical,1900,180,16.4,Rent,250,0,0.231,0
LN106100,31,Female,Married,1,High School,Employed,8.1,72852,521,0,1,Home,138200,360,13.41,Own,5548,158938,0.119,0
LN106101,40,Male,Divorced,2,High School,Employed,19.9,20811,700,0,0,Home,35200,84,6.39,Rent,220,36328,0.242,1
LN106102,25,Male,Married,2,Master's,Employed,0.2,13652,601,0,1,Medical,1100,36,10.65,Rent,1020,0,0.376,0
LN106103,41,Female,Single,3,Bachelor's,Employed,15.7,95356,600,0,1,Home,129100,120,10.92,Rent,110611,118141,0.185,1
LN106104,28,Male,Single,3,Bachelor's,Employed,6.5,20001,688,0,2,Education,8600,48,7.59,Rent,428,0,0.292,1
LN106105,49,Female,Married,0,High School,Self-Employed,8.7,74750,670,0,2,Personal,14700,24,11.8,Own,2912,0,0.212,1
LN106106,63,Female,Single,0,Master's,Employed,19.5,57350,670,0,1,Business,48100,24,10.32,Rent,3811,50250,0.478,1
LN106107,28,Female,Married,1,Master's,Employed,3.8,43384,560,0,1,Home,52900,60,13.35,Mortgage,9627,51183,0.305,1
LN106108,43,Male,Single,0,High School,Employed,20.0,12980,615,1,1,Auto,3900,84,13.81,Rent,2458,4666,0.28,0
LN106109,30,Female,Married,3,High School,Self-Employed,6.7,34043,607,0,1,Home,58600,36,9.37,Mortgage,294,59868,0.653,0
LN106110,49,Female,Single,1,Bachelor's,Self-Employed,19.1,24396,510,0,0,Medical,3900,24,13.16,Mortgage,1522,0,0.08,0
LN106111,24,Female,Married,2,Bachelor's,Employed,3.6,48052,583,0,1,Personal,9300,360,11.54,Own,20497,0,0.055,1
LN106112,43,Female,Married,0,Bachelor's,Employed,17.3,42623,587,0,0,Medical,4800,60,9.74,Rent,806,0,0.023,1
LN106113,28,Female,Married,1,Master's,Employed,2.5,91613,597,0,1,Personal,13400,180,12.27,Own,10403,0,0.046,1
LN106114,35,Male,Single,0,Master's,Retired,4.8,18252,599,0,3,Personal,3700,24,10.34,Own,521,0,0.556,1
LN106115,26,Female,Married,1,High School,Employed,2.9,11318,613,0,1,Auto,1100,48,9.54,Mortgage,260,1009,0.26,1
LN106116,47,Female,Married,4,High School,Retired,13.6,11739,499,1,1,Education,5000,24,15.42,Rent,2346,0,0.621,0
LN106117,28,Male,Single,3,Bachelor's,Self-Employed,5.8,45970,523,0,2,Education,12200,60,12.03,Own,23368,0,0.258,1
LN106118,44,Male,Married,0,High School,Employed,16.8,57969,591,0,3,Medical,3600,36,9.52,Mortgage,3293,0,0.117,1
LN106119,34,Male,Divorced,1,High School,Self-Employed,9.1,19636,613,0,2,Auto,5200,120,9.91,Own,5051,5439,0.265,0
LN106120,36,Female,Single,1,High School,Employed,11.0,22065,537,0,0,Home,43300,24,9.5,Rent,1425,50749,0.981,0
LN106121,39,Male,Married,1,Bachelor's,Retired,9.1,26285,514,1,4,Personal,4500,36,15.3,Own,7086,0,0.553,0
LN106122,29,Male,Married,3,Bachelor's,Self-Employed,4.2,23115,569,0,2,Home,21700,120,12.0,Mortgage,947,19999,0.272,1
LN106123,40,Female,Single,3,Master's,Employed,11.4,23384,450,0,0,Auto,3800,24,14.69,Rent,8847,3911,0.081,1
LN106124,54,Female,Single,3,High School,Self-Employed,17.7,26398,589,0,2,Auto,7500,60,11.34,Rent,7310,8190,0.158,1
LN106125,29,Male,Widowed,1,Master's,Employed,4.6,71856,712,0,4,Education,11000,60,7.25,Mortgage,683,0,0.235,0
LN106126,50,Male,Married,2,High School,Employed,12.5,21178,596,0,3,Auto,2200,84,9.34,Rent,2908,2792,0.68,1
LN106127,54,Male,Divorced,2,Bachelor's,Self-Employed,9.8,63821,555,0,0,Home,92800,60,11.9,Rent,11854,119594,0.291,1
LN106128,29,Male,Married,1,Bachelor's,Employed,8.8,15510,558,0,0,Home,21100,60,10.57,Mortgage,2710,19435,0.272,1
LN106129,21,Male,Single,0,Bachelor's,Employed,1.6,32995,510,1,5,Debt Consolidation,3800,180,16.56,Rent,255,0,0.547,0
LN106130,41,Female,Single,1,Master's,Employed,5.9,13770,481,0,1,Home,26300,120,12.84,Own,1514,28676,0.418,0
LN106131,31,Female,Married,2,PhD,Retired,5.8,41769,546,0,1,Home,42500,240,12.24,Rent,1678,48784,0.112,1
LN106132,58,Female,Married,3,High School,Retired,7.3,9222,513,0,0,Education,2800,36,11.36,Mortgage,299,0,0.101,0
LN106133,38,Male,Single,1,Bachelor's,Unemployed,0.0,13199,617,0,2,Home,20000,84,9.58,Own,1084,23120,0.532,0
LN106134,29,Female,Married,1,High School,Employed,5.6,8000,647,0,1,Auto,1300,240,9.54,Mortgage,252,1392,0.16,1
LN106135,25,Female,Married,1,High School,Self-Employed,1.8,42447,552,0,0,Debt Consolidation,17500,48,10.7,Own,286,0,0.103,1
LN106136,49,Male,Married,1,High School,Employed,8.2,10721,537,0,2,Education,1900,36,11.78,Rent,279,0,0.502,0
LN106137,31,Male,Single,2,Bachelor's,Employed,6.3,26549,577,0,1,Personal,2100,360,10.5,Mortgage,2602,0,0.094,1
LN106138,38,Female,Single,1,High School,Employed,2.1,13526,504,1,3,Home,10900,120,16.28,Mortgage,6662,9846,1.016,0
LN106139,48,Female,Widowed,1,Bachelor's,Retired,3.7,34318,555,0,0,Auto,6700,36,11.28,Rent,1660,8540,0.065,0
LN106140,32,Male,Divorced,1,High School,Employed,7.5,27120,563,0,2,Debt Consolidation,5000,360,12.28,Mortgage,2586,0,0.34,0
LN106141,37,Female,Single,0,High School,Self-Employed,1.4,37481,519,0,1,Personal,2000,48,13.18,Rent,5905,0,0.114,0
LN106142,37,Female,Married,0,High School,Employed,8.4,29957,502,0,0,Personal,4000,84,14.17,Rent,5941,0,0.019,0
LN106143,45,Female,Single,5,Master's,Employed,19.7,39432,611,0,3,Personal,6500,48,12.47,Own,1654,0,0.377,1
LN106144,44,Male,Single,0,Associate,Retired,12.6,11415,585,0,2,Medical,2600,84,10.87,Rent,737,0,0.326,0
LN106145,35,Female,Single,1,Bachelor's,Self-Employed,12.6,55457,538,0,1,Auto,8100,60,13.49,Own,224,8339,0.052,1
LN106146,38,Male,Single,2,Bachelor's,Unemployed,0.0,11414,565,0,1,Personal,1000,48,10.73,Mortgage,1762,0,0.155,0
LN106147,33,Female,Divorced,0,Master's,Employed,4.0,30491,544,0,0,Home,45700,12,9.34,Own,409,41333,1.499,0
LN106148,21,Female,Married,3,Bachelor's,Employed,1.4,20341,516,0,1,Business,16400,36,11.5,Mortgage,2969,16315,0.42,0
LN106149,40,Male,Single,1,Bachelor's,Employed,11.4,45227,484,0,0,Auto,13300,48,14.54,Rent,1545,15154,0.074,1
LN106150,58,Female,Divorced,0,Associate,Employed,9.5,60075,635,0,0,Auto,19200,24,10.69,Rent,11152,23344,0.16,1
LN106151,28,Male,Married,1,PhD,Employed,3.2,52452,554,1,2,Debt Consolidation,14700,120,11.2,Mortgage,8978,0,0.098,1
LN106152,29,Female,Single,1,High School,Employed,4.6,20499,538,0,3,Auto,3500,60,13.54,Mortgage,249,4012,0.294,0
LN106153,28,Male,Married,1,Master's,Employed,4.5,38752,594,0,2,Auto,12100,48,10.85,Rent,3785,14670,0.18,1
LN106154,45,Female,Married,0,Bachelor's,Retired,21.1,12141,652,0,1,Business,8300,120,10.1,Rent,272,8864,0.272,1
LN106155,42,Male,Married,1,Bachelor's,Retired,15.2,48887,564,0,0,Auto,8100,84,10.2,Rent,3904,10070,0.024,0
LN106156,36,Female,Married,0,Master's,Employed,4.9,39900,576,0,4,Auto,8700,84,12.32,Own,6685,7866,0.38,0
LN106157,27,Female,Single,0,Master's,Self-Employed,5.5,29605,649,0,3,Education,13800,36,11.92,Rent,1487,0,0.353,0
LN106158,39,Female,Single,2,Bachelor's,Employed,3.7,14031,565,1,0,Education,2100,120,14.51,Mortgage,127,0,0.015,0
LN106159,20,Male,Divorced,0,Master's,Employed,0.8,65873,557,0,1,Business,29200,36,11.15,Own,341,29703,0.183,1
LN106160,39,Female,Divorced,1,High School,Unemployed,0.0,8747,638,0,1,Personal,1000,12,10.24,Own,753,0,0.469,0
LN106161,47,Male,Single,1,Master's,Employed,16.0,54765,528,0,2,Business,54800,36,13.58,Mortgage,2129,59886,0.424,1
LN106162,24,Female,Single,1,Master's,Self-Employed,2.5,65182,592,0,1,Debt Consolidation,16900,60,10.92,Mortgage,5413,0,0.101,1
LN106163,21,Female,Divorced,1,PhD,Employed,1.8,47715,535,0,0,Debt Consolidation,5800,12,11.98,Mortgage,803,0,0.122,0
LN106164,55,Female,Single,0,Associate,Unemployed,0.0,8000,577,1,4,Auto,2400,360,12.3,Rent,1098,2436,1.035,0
LN106165,31,Female,Single,0,Bachelor's,Self-Employed,7.7,77779,623,0,1,Education,11500,360,8.19,Rent,2585,0,0.057,1
LN106166,50,Male,Single,1,Bachelor's,Unemployed,0.0,13707,351,1,2,Personal,1900,24,18.4,Own,1858,0,0.283,0
LN106167,36,Female,Married,1,Bachelor's,Employed,9.2,22903,618,0,1,Business,17800,120,12.05,Rent,1750,16467,0.246,1
LN106168,36,Male,Single,1,Bachelor's,Employed,3.9,58833,596,0,2,Education,28100,24,11.71,Own,31297,0,0.28,1
LN106169,42,Female,Married,0,Master's,Employed,3.0,82194,678,0,0,Business,67000,360,10.06,Mortgage,4434,63257,0.027,1
LN106170,28,Female,Single,2,Bachelor's,Self-Employed,5.0,39754,509,1,3,Auto,3900,60,16.35,Own,466,4643,0.38,0
LN106171,39,Female,Widowed,1,Bachelor's,Employed,1.3,26597,539,0,1,Auto,4500,24,11.88,Own,4769,5094,0.262,1
LN106172,33,Female,Divorced,2,Bachelor's,Employed,3.2,44696,610,0,0,Business,19000,36,11.52,Rent,10043,21614,0.142,1
LN106173,23,Male,Divorced,1,High School,Employed,2.8,24058,540,0,1,Home,12900,180,13.77,Mortgage,1953,12778,0.095,1
LN106174,41,Female,Divorced,0,Bachelor's,Employed,8.1,26426,561,0,1,Home,40600,84,9.3,Rent,3018,42024,0.266,1
LN106175,35,Male,Married,1,PhD,Self-Employed,4.5,108936,470,1,2,Home,185600,240,16.13,Mortgage,4555,180619,0.133,0
LN106176,36,Female,Single,0,Associate,Employed,7.8,45347,563,0,2,Education,13800,48,10.83,Rent,9539,0,0.132,1
LN106177,24,Female,Single,1,Bachelor's,Employed,0.2,40169,630,0,0,Debt Consolidation,13300,36,10.56,Mortgage,1486,0,0.11,1
LN106178,55,Male,Single,0,Master's,Employed,11.4,41322,627,0,0,Home,38800,24,10.44,Own,8514,41614,0.469,1
LN106179,47,Male,Single,1,Master's,Employed,20.8,106695,645,0,1,Debt Consolidation,33500,24,9.0,Rent,9718,0,0.198,1
LN106180,48,Male,Married,1,High School,Employed,11.1,17449,510,0,1,Home,12700,36,13.8,Mortgage,468,14815,0.43,1
LN106181,34,Female,Widowed,1,High School,Employed,10.7,33012,559,0,2,Personal,5500,180,12.85,Mortgage,7847,0,0.096,1
LN106182,18,Male,Married,1,Master's,Employed,0.0,31288,451,0,3,Auto,10000,120,13.23,Rent,8368,10761,0.388,0
LN106183,59,Female,Married,1,Bachelor's,Employed,16.1,89544,680,0,1,Debt Consolidation,22300,12,10.28,Own,39266,0,0.27,1
LN106184,37,Female,Married,3,Bachelor's,Employed,8.6,28722,601,0,0,Education,11300,48,11.41,Own,13297,0,0.098,1
LN106185,29,Male,Single,2,Bachelor's,Self-Employed,2.3,30968,539,0,0,Debt Consolidation,10300,84,12.29,Mortgage,13786,0,0.048,1
LN106186,42,Male,Divorced,1,Master's,Employed,16.9,44886,659,0,0,Debt Consolidation,6300,36,10.81,Rent,1464,0,0.047,1
LN106187,50,Female,Married,1,Bachelor's,Unemployed,0.0,8000,594,0,1,Personal,1000,12,12.14,Own,1591,0,0.424,0
LN106188,37,Male,Single,0,Master's,Employed,3.0,124068,669,0,2,Medical,20100,48,10.59,Mortgage,9916,0,0.079,1
LN106189,52,Female,Divorced,0,Master's,Unemployed,0.0,15414,627,0,3,Home,17700,60,11.86,Rent,3385,16994,1.003,0
LN106190,49,Male,Married,1,Associate,Self-Employed,11.8,33466,687,0,5,Medical,5800,84,8.11,Mortgage,768,0,0.186,1
LN106191,26,Male,Married,0,PhD,Employed,2.5,38660,534,0,0,Personal,3400,360,13.34,Own,1172,0,0.01,1
LN106192,30,Female,Married,1,High School,Employed,6.2,32204,537,0,1,Home,36000,48,15.7,Rent,5918,40526,0.388,0
LN106193,48,Male,Married,3,Associate,Employed,14.8,16918,537,0,1,Medical,2200,180,12.51,Mortgage,764,0,0.195,1
LN106194,18,Female,Single,1,Bachelor's,Self-Employed,0.0,17504,483,0,1,Debt Consolidation,2800,120,11.11,Mortgage,3214,0,0.125,0
LN106195,36,Female,Divorced,1,Bachelor's,Employed,0.7,22420,466,0,2,Personal,2800,120,15.27,Mortgage,13716,0,0.105,1
LN106196,22,Male,Divorced,2,Associate,Employed,1.7,42140,533,0,0,Auto,7400,60,13.36,Own,1215,9450,0.035,1
LN106197,32,Male,Married,1,High School,Employed,6.8,38184,558,1,3,Home,21500,240,13.88,Rent,1524,22689,0.389,0
LN106198,34,Male,Married,1,Master's,Employed,7.3,49026,513,0,1,Home,91600,12,13.73,Own,7026,117429,1.5,0
LN106199,34,Male,Divorced,1,Associate,Employed,6.9,25532,533,0,0,Personal,4700,36,11.25,Rent,2527,0,0.061,1
LN106200,31,Female,Single,0,Master's,Employed,3.8,43784,553,0,0,Education,9400,36,9.86,Mortgage,2762,0,0.072,1
LN106201,25,Female,Widowed,0,Master's,Retired,1.9,41284,537,0,2,Personal,4500,12,12.38,Own,7165,0,0.207,1
LN106202,63,Male,Married,2,High School,Unemployed,0.0,8000,518,1,1,Auto,2800,360,15.25,Mortgage,1056,2954,0.589,0
LN106203,58,Male,Married,0,Bachelor's,Employed,28.4,55044,602,0,2,Home,89900,12,10.88,Rent,3895,113402,1.5,0
LN106204,25,Male,Married,2,Master's,Employed,3.4,67858,601,0,4,Personal,12100,24,10.74,Own,1450,0,0.19,1
LN106205,55,Male,Married,2,High School,Employed,15.6,39195,554,0,0,Business,19400,60,9.61,Rent,1886,22339,0.099,1
LN106206,33,Female,Single,0,PhD,Employed,2.2,61554,507,0,2,Business,57900,24,13.07,Mortgage,7045,62242,0.539,0
LN106207,39,Male,Married,1,High School,Employed,4.0,31538,561,0,1,Debt Consolidation,11500,180,11.87,Mortgage,5418,0,0.168,0
LN106208,37,Male,Married,1,Bachelor's,Employed,7.8,88132,563,0,3,Home,175300,48,12.14,Own,4565,183791,0.638,0
LN106209,30,Male,Married,0,High School,Employed,5.6,16426,567,0,2,Education,7400,24,9.96,Own,601,0,0.67,0
LN106210,48,Female,Single,0,High School,Retired,0.8,14250,467,0,0,Debt Consolidation,2800,48,15.3,Mortgage,610,0,0.049,0
LN106211,39,Male,Married,2,Bachelor's,Employed,8.3,33330,590,0,0,Education,13900,36,12.3,Mortgage,1986,0,0.139,1
