id,address_state,application_type,emp_length,employer,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,monthly_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
383228,TX,INDIVIDUAL,4 years,Vera Reporting,C,RENT,09/03/2021,10/08/2021,10/08/2021,Fully Paid,10/09/2021,413399,car,C4, 36 months,Not Verified,54996,4583,5.59,339.23,13.47,10000,35,11216
707726,IL,INDIVIDUAL,< 1 year,RES Health Care,C,RENT,11/03/2021,11/08/2021,11/08/2021,Fully Paid,11/09/2021,900107,car,C3, 36 months,Not Verified,48000,4000,0.5,169.51,13.43,5000,18,5216
790494,MN,INDIVIDUAL,10+ years,Colorstyle Incorporated,C,RENT,11/06/2021,16/04/2021,14/07/2021,Fully Paid,14/08/2021,994637,car,C2, 36 months,Not Verified,33000,2750,17.45,114.52,13.49,3375,18,4123
476319,WI,INDIVIDUAL,2 years,Walgreens,C,RENT,10/02/2021,16/05/2021,13/03/2021,Fully Paid,13/04/2021,603322,car,C3, 36 months,Not Verified,38896,3241,11.2,244.26,13.48,7200,12,8794
876428,VA,INDIVIDUAL,3 years,Capital One Financial,C,RENT,11/09/2021,16/04/2021,12/01/2021,Fully Paid,12/02/2021,1090999,car,C4, 36 months,Not Verified,35550,2963,10.63,172.82,14.79,5000,37,5189
855501,CO,INDIVIDUAL,4 years,Gunnison County Electric Association,C,RENT,11/08/2021,14/05/2021,13/11/2021,Fully Paid,13/12/2021,1067817,car,C5, 36 months,Not Verified,58000,4833,8.46,41.74,15.23,1200,9,1475
789064,OK,INDIVIDUAL,5 years,Convergys,C,RENT,11/06/2021,16/05/2021,12/04/2021,Fully Paid,12/05/2021,992893,car,C3, 36 months,Not Verified,86095,7175,11.46,136.7,13.99,4000,28,4381
1038481,CA,INDIVIDUAL,7 years,ECC Capital Corporation,C,RENT,11/11/2021,14/10/2021,14/10/2021,Fully Paid,14/11/2021,1268402,car,C1, 36 months,Not Verified,150000,12500,16.91,339.31,13.49,10000,28,12204
535161,AZ,INDIVIDUAL,4 years,City of Tempe,C,RENT,10/06/2021,12/06/2021,12/03/2021,Fully Paid,12/04/2021,691548,car,C4, 36 months,Not Verified,42000,3500,13.8,164.87,14.35,4800,15,5373
587088,FL,INDIVIDUAL,1 year,Global Quality Trade,D,RENT,10/09/2021,13/10/2021,13/10/2021,Fully Paid,13/11/2021,754183,car,D2, 36 months,Not Verified,28800,2400,11.08,58.24,15.21,1675,8,2097
349588,MD,INDIVIDUAL,1 year,The Security Title Guarantee Corporation,D,RENT,08/06/2021,15/04/2021,10/03/2021,Fully Paid,10/04/2021,351284,car,D2, 36 months,Not Verified,32000,2667,4.76,201.94,12.92,6000,7,7024
635164,WA,INDIVIDUAL,2 years,The Polyclinic,D,RENT,10/12/2021,11/12/2021,11/12/2021,Fully Paid,11/01/2022,813659,car,D1, 36 months,Not Verified,60000,5000,9.74,82.14,14.09,2400,12,2674
483058,CA,INDIVIDUAL,3 years,Law Offices of Sandy Lipkin,D,RENT,10/02/2021,16/05/2021,13/02/2021,Fully Paid,13/03/2021,614622,car,D2, 36 months,Not Verified,90000,7500,17.6,259.85,14.96,7500,38,9355
390078,TX,INDIVIDUAL,7 years,Linebarger Goggan Blair & Sampson,D,RENT,09/10/2021,16/05/2021,12/01/2021,Fully Paid,12/02/2021,424810,car,D2, 36 months,Not Verified,73500,6125,18.43,207.87,14.96,6000,26,7372
486673,NY,INDIVIDUAL,< 1 year,Credit Suisse AG,D,RENT,10/02/2021,16/04/2021,13/03/2021,Fully Paid,13/04/2021,620261,car,D1, 36 months,Not Verified,75000,6250,1.86,199.9,14.59,5800,5,7197
431288,CT,INDIVIDUAL,1 year,American Institute for Foreign Studies,D,RENT,09/08/2021,16/05/2021,12/04/2021,Fully Paid,12/05/2021,511819,car,D2, 36 months,Not Verified,36500,3042,18.58,297.95,14.96,8600,10,10690
882183,TX,INDIVIDUAL,2 years,Austin Home Base Community School,D,RENT,11/09/2021,14/10/2021,14/10/2021,Fully Paid,14/11/2021,1097347,car,D1, 36 months,Not Verified,22200,1850,12.59,88.26,16.29,2500,5,3192
513720,HI,INDIVIDUAL,5 years,Straub Clinic & Hospital,D,RENT,10/05/2021,16/05/2021,12/07/2021,Fully Paid,12/08/2021,663828,car,D1, 36 months,Not Verified,38918.4,3243,8.39,275.72,14.59,8000,10,9716
445214,MN,INDIVIDUAL,1 year,Jimmy John's,D,RENT,09/09/2021,12/11/2021,10/01/2021,Fully Paid,10/02/2021,543556,car,D3, 36 months,Not Verified,15000,1250,6.8,97.49,15.31,2800,12,2905
390098,NY,INDIVIDUAL,2 years,Kevin Leong,D,RENT,09/04/2021,11/08/2021,09/12/2021,Fully Paid,09/01/2022,424846,car,D4, 36 months,Not Verified,43004,3584,12.7,190.81,15.05,5500,24,5816
599106,OH,INDIVIDUAL,5 years,Ohio Public Employees Retirement System,D,RENT,10/10/2021,13/07/2021,13/07/2021,Fully Paid,13/08/2021,768919,car,D3, 36 months,Not Verified,47360,3947,5.37,157.28,15.58,4500,16,5650
477572,CA,INDIVIDUAL,7 years,Sutter health. Eden/Alta bates,E,RENT,10/01/2021,11/12/2021,12/01/2021,Fully Paid,12/02/2021,605844,car,E3, 36 months,Not Verified,48000,4000,4.92,267.56,17.04,7500,4,9262
488326,LA,INDIVIDUAL,9 years,"Batten and Shaw, Inc.",E,RENT,10/03/2021,16/05/2021,13/03/2021,Fully Paid,13/04/2021,622716,car,E1, 36 months,Not Verified,70200,5850,20.21,636.8,16.45,18000,13,22925
487036,IL,INDIVIDUAL,2 years,NourishLife,E,RENT,10/02/2021,14/08/2021,13/03/2021,Fully Paid,13/04/2021,620789,car,E3, 36 months,Not Verified,30000,2500,22.29,185.89,17.19,5200,27,6692
489925,PA,INDIVIDUAL,3 years,barley creek,F,RENT,10/03/2021,14/07/2021,13/03/2021,Fully Paid,13/04/2021,625341,car,F1, 36 months,Not Verified,14400,1200,0,90.76,18.3,2500,3,3267
483865,FL,INDIVIDUAL,5 years,American Medic of Charlotte Co.,D,RENT,10/02/2021,15/12/2021,13/03/2021,Fully Paid,13/04/2021,615829,car,D1, 36 months,Not Verified,36000,3000,18.9,121.49,14.59,3525,22,4389
380683,VA,INDIVIDUAL,10+ years,SAIC,E,RENT,09/02/2021,15/11/2021,12/03/2021,Fully Paid,12/04/2021,408375,car,E3, 36 months,Not Verified,144000,12000,4.35,176.57,16.32,5000,15,6356
553891,CA,INDIVIDUAL,10+ years,Oceans Eleven Casino,C,RENT,10/07/2021,16/02/2021,13/08/2021,Fully Paid,13/09/2021,713608,car,C5, 36 months,Not Verified,36000,3000,7.2,207.18,14.72,6000,10,7458
539419,GA,INDIVIDUAL,6 years,Elite line Services,A,MORTGAGE,10/07/2021,13/07/2021,13/07/2021,Fully Paid,13/08/2021,696564,car,A4, 36 months,Not Verified,51500,4292,14.56,124.45,7.51,4000,23,4480
418586,OR,INDIVIDUAL,7 years,"DCS, Inc",A,MORTGAGE,09/06/2021,11/06/2021,11/06/2021,Fully Paid,11/07/2021,488611,car,A5, 36 months,Not Verified,36500,3042,0.33,102.71,9.63,3200,10,3625
689589,SC,INDIVIDUAL,7 years,Restoration Heat& Air,B,MORTGAGE,11/03/2021,15/10/2021,14/03/2021,Fully Paid,14/04/2021,879897,car,B1, 36 months,Not Verified,28800,2400,7.71,269.59,9.63,8400,12,9705
741017,WA,INDIVIDUAL,5 years,City Of Seattle,B,MORTGAGE,11/04/2021,16/05/2021,12/10/2021,Fully Paid,12/11/2021,938819,car,B4, 36 months,Not Verified,81120,6760,18.43,171.46,11.49,5200,16,5880
851356,NC,INDIVIDUAL,7 years,Waste Industries,B,MORTGAGE,11/08/2021,14/08/2021,14/09/2021,Fully Paid,14/10/2021,1063271,car,B2, 36 months,Not Verified,54000,4500,16.49,179,10.59,5500,13,6444
797490,NY,INDIVIDUAL,7 years,ppc,B,MORTGAGE,11/07/2021,14/03/2021,14/03/2021,Fully Paid,14/04/2021,1002476,car,B3, 36 months,Not Verified,64800,5400,15.02,183.32,10.99,5600,20,6583
748384,NY,INDIVIDUAL,2 years,Dept. of Social Services,B,MORTGAGE,11/05/2021,14/07/2021,13/05/2021,Fully Paid,13/06/2021,947424,car,B4, 36 months,Not Verified,40000,3333,14.1,164.86,11.49,5000,20,5817
1048070,GA,INDIVIDUAL,10+ years,Tanner Medical Center,C,MORTGAGE,11/12/2021,16/03/2021,14/12/2021,Fully Paid,14/01/2022,1279208,car,C1, 36 months,Not Verified,70000,5833,15.17,101.8,13.49,3000,23,3664
390205,MO,INDIVIDUAL,3 years,Infinite Systems Services Incorporated,C,MORTGAGE,09/04/2021,14/09/2021,12/04/2021,Fully Paid,12/05/2021,423034,car,C3, 36 months,Not Verified,40000,3333,9.66,303.94,13.16,9000,15,10941
670357,TX,INDIVIDUAL,4 years,Northrop Grumman,C,MORTGAGE,11/02/2021,16/05/2021,13/06/2021,Fully Paid,13/07/2021,857007,car,C2, 36 months,Not Verified,72000,6000,15.42,70.82,13.06,2100,20,2523
604027,NY,INDIVIDUAL,4 years,Self Employed,C,MORTGAGE,10/10/2021,14/07/2021,12/07/2021,Fully Paid,12/08/2021,775015,car,C4, 36 months,Not Verified,225000,18750,5.38,101.59,13.35,3000,16,3513
796759,TX,INDIVIDUAL,10+ years,clayton williams energy,B,OWN,11/06/2021,15/06/2021,14/07/2021,Fully Paid,14/08/2021,1001638,car,B1, 36 months,Not Verified,55600,4633,0,283.91,9.99,8800,26,10221
634508,GA,INDIVIDUAL,2 years,Flightline,B,OWN,10/12/2021,16/02/2021,12/08/2021,Fully Paid,12/09/2021,812849,car,B5, 36 months,Not Verified,70000,5833,17.97,72.99,10.36,2250,16,2536
781920,NV,INDIVIDUAL,7 years,Royalty Limousines,B,RENT,11/06/2021,13/07/2021,13/07/2021,Fully Paid,13/08/2021,984845,car,B2, 36 months,Not Verified,48000,4000,18.8,183.71,11.14,5600,20,6478
596397,FL,INDIVIDUAL,6 years,sorrell dev,C,RENT,10/10/2021,13/11/2021,13/11/2021,Fully Paid,13/12/2021,765611,car,C5, 36 months,Not Verified,40000,3333,18.24,173.62,13.72,5100,30,6251
387827,MI,INDIVIDUAL,1 year,SMG Search,A,MORTGAGE,09/04/2021,16/05/2021,09/12/2021,Charged Off,09/01/2022,420926,car,A1, 36 months,Source Verified,65004,5417,2.77,248.37,7.37,8000,31,1982
791037,MT,INDIVIDUAL,3 years,Liquid Gold Well Service,A,MORTGAGE,11/06/2021,14/11/2021,14/06/2021,Charged Off,14/07/2021,995287,car,A4, 36 months,Source Verified,78644,6554,27.5,183.5,7.49,5900,37,6448
844853,OH,INDIVIDUAL,< 1 year,Wal-Mart,A,MORTGAGE,11/08/2021,16/05/2021,12/03/2021,Charged Off,12/04/2021,1055952,car,A2, 36 months,Source Verified,39660,3305,11.65,136.88,5.99,4500,30,958
1010030,NY,INDIVIDUAL,< 1 year,Five Guys,A,MORTGAGE,11/11/2021,12/08/2021,12/08/2021,Charged Off,12/09/2021,1236819,car,A3, 36 months,Source Verified,47000,3917,22.52,118.23,7.51,3800,41,1061
785219,NM,INDIVIDUAL,1 year,Alliance Audio Visual,B,MORTGAGE,11/06/2021,13/09/2021,13/04/2021,Charged Off,13/05/2021,988495,car,B2, 36 months,Source Verified,42000,3500,10.91,146.46,10.59,4500,12,3186
695726,TX,INDIVIDUAL,5 years,WALMART,A,RENT,11/03/2021,15/03/2021,12/11/2021,Charged Off,12/12/2021,886842,car,A3, 36 months,Source Verified,30000,2500,18.92,111.03,6.92,3600,7,2210
580618,FL,INDIVIDUAL,5 years,Walt Disney World Resorts,B,RENT,10/09/2021,13/05/2021,13/01/2021,Charged Off,13/02/2021,746376,car,B3, 36 months,Source Verified,27600,2300,15.35,98.39,11.12,3000,5,2720
1025163,MD,INDIVIDUAL,7 years,Marriott International,B,RENT,11/11/2021,14/02/2021,13/09/2021,Charged Off,13/10/2021,1250948,car,B3, 36 months,Source Verified,42494,3541,10.65,529.22,11.71,16000,9,12130
722089,CA,INDIVIDUAL,< 1 year,lotus marketing group,B,RENT,11/04/2021,12/02/2021,11/09/2021,Charged Off,11/10/2021,916871,car,B2, 36 months,Source Verified,14400,1200,15.92,141.17,10,4375,4,879
1044140,PA,INDIVIDUAL,< 1 year,REC Solar,B,RENT,11/12/2021,13/09/2021,13/04/2021,Charged Off,13/05/2021,1274483,car,B2, 36 months,Source Verified,42816,3568,1.88,260.59,10.65,8000,8,4451
1007073,FL,INDIVIDUAL,< 1 year,Sprint,B,RENT,11/11/2021,13/12/2021,13/09/2021,Charged Off,13/10/2021,1233435,car,B3, 36 months,Source Verified,31700,2642,2.01,238.15,11.71,7200,5,4932
976502,CA,INDIVIDUAL,1 year,Merritt's Ace Hardware,B,RENT,11/10/2021,14/11/2021,12/06/2021,Charged Off,12/07/2021,1199242,car,B3, 36 months,Source Verified,18000,1500,20.43,181.92,11.71,5500,7,1709
592535,MA,INDIVIDUAL,10+ years,Whitman Financial Services,C,RENT,10/10/2021,11/12/2021,11/08/2021,Charged Off,11/09/2021,760997,car,C1, 36 months,Source Verified,29040,2420,3.08,60.85,13.23,1800,24,495
749019,KY,INDIVIDUAL,10+ years,Jackson Independent School System,C,RENT,11/05/2021,14/04/2021,14/01/2021,Charged Off,14/02/2021,948165,car,C5, 36 months,Source Verified,45314,3776,22.3,104.34,15.23,3000,22,3306
835523,VA,INDIVIDUAL,7 years,Home Depot,C,RENT,11/08/2021,16/04/2021,12/01/2021,Charged Off,12/02/2021,1045471,car,C4, 36 months,Source Verified,31400,2617,18.96,103.69,14.79,3000,16,517
406643,IL,INDIVIDUAL,10+ years,Standard Courier,C,RENT,09/06/2021,11/01/2021,10/08/2021,Charged Off,10/09/2021,454633,car,C2, 36 months,Source Verified,30000,2500,2.08,188.27,12.84,5600,5,2815
568568,CA,INDIVIDUAL,4 years,Betts Express,D,RENT,10/08/2021,16/05/2021,12/07/2021,Charged Off,12/08/2021,731438,car,D2, 36 months,Source Verified,36000,3000,7.43,173.85,15.21,5000,16,3824
846077,MD,INDIVIDUAL,< 1 year,ICF International,D,RENT,11/08/2021,14/03/2021,13/10/2021,Charged Off,13/11/2021,1057404,car,D2, 36 months,Source Verified,46000,3833,11.56,175.77,15.99,5000,7,4801
968798,AR,INDIVIDUAL,10+ years,Area Agency on Aging,B,MORTGAGE,11/09/2021,13/02/2021,12/09/2021,Charged Off,12/10/2021,1189788,car,B2, 36 months,Source Verified,31000,2583,20.59,78.18,10.65,2400,14,1278
804949,VA,INDIVIDUAL,< 1 year,Millercoors,B,MORTGAGE,11/07/2021,13/11/2021,13/08/2021,Charged Off,13/09/2021,1010890,car,B3, 36 months,Source Verified,65964,5497,20.59,41.74,10.99,1275,35,1329
820981,TX,INDIVIDUAL,1 year,Keller ISD,A,MORTGAGE,11/07/2021,11/09/2021,11/09/2021,Fully Paid,11/10/2021,1029234,car,A1, 36 months,Source Verified,46000,3833,16.72,90.48,5.42,3000,34,3014
708178,TX,INDIVIDUAL,1 year,RPi Electric,A,MORTGAGE,11/03/2021,14/04/2021,14/04/2021,Fully Paid,14/05/2021,900645,car,A2, 36 months,Source Verified,75000,6250,14.9,272.95,5.79,9000,20,9826
696205,FL,INDIVIDUAL,10+ years,LOCKHEED MARTIN CORPORATION,A,MORTGAGE,11/03/2021,14/03/2021,14/03/2021,Fully Paid,14/04/2021,887348,car,A1, 36 months,Source Verified,126000,10500,6.74,286.52,5.42,9500,16,10315
835597,IL,INDIVIDUAL,10+ years,RF Technologies,A,MORTGAGE,11/08/2021,14/08/2021,14/08/2021,Fully Paid,14/09/2021,1045560,car,A1, 36 months,Source Verified,22000,1833,24.16,241.28,5.42,8000,11,8686
670625,CA,INDIVIDUAL,10+ years,A.L.Ayala Roofing co.inc.,A,MORTGAGE,11/02/2021,13/03/2021,13/03/2021,Fully Paid,13/04/2021,857335,car,A1, 36 months,Source Verified,69900,5825,4.36,152.31,5.42,5050,26,5429
994697,NM,INDIVIDUAL,10+ years,self,A,MORTGAGE,11/10/2021,14/10/2021,14/11/2021,Fully Paid,14/12/2021,1219346,car,A1, 36 months,Source Verified,240000,20000,16.31,365.23,6.03,12000,29,13148
974058,NY,INDIVIDUAL,10+ years,con edison,A,MORTGAGE,11/10/2021,14/10/2021,14/10/2021,Fully Paid,14/11/2021,1196316,car,A1, 36 months,Source Verified,90000,7500,7.08,182.62,6.03,6000,22,6574
979863,MO,INDIVIDUAL,10+ years,Ericsson,A,MORTGAGE,11/10/2021,11/12/2021,11/11/2021,Fully Paid,11/12/2021,1203021,car,A1, 36 months,Source Verified,100000,8333,11.22,231.32,6.03,7600,38,7639
873939,PA,INDIVIDUAL,10+ years,"Leggette, Brashears & Graham, Inc.",A,MORTGAGE,11/09/2021,14/09/2021,14/09/2021,Fully Paid,14/10/2021,1088327,car,A1, 36 months,Source Verified,98400,8200,6.72,45.24,5.42,1500,27,1629
1047667,NJ,INDIVIDUAL,10+ years,Bourough of Butler,A,MORTGAGE,11/12/2021,15/02/2021,14/08/2021,Fully Paid,14/09/2021,1278767,car,A1, 36 months,Source Verified,86400,7200,7.32,243.49,6.03,8000,53,8753
815207,NC,INDIVIDUAL,10+ years,Raleigh-Durham Airport Authority,A,MORTGAGE,11/07/2021,14/07/2021,14/08/2021,Fully Paid,14/09/2021,1022811,car,A2, 36 months,Source Verified,40000,3333,2.04,456.27,5.99,15000,19,16425
768076,NY,INDIVIDUAL,10+ years,Hackley School,A,MORTGAGE,11/05/2021,13/05/2021,13/05/2021,Fully Paid,13/06/2021,969289,car,A2, 36 months,Source Verified,87600,7300,16.67,91.26,5.99,3000,55,3245
970810,PA,INDIVIDUAL,10+ years,Ezee car wash,A,MORTGAGE,11/10/2021,14/10/2021,14/10/2021,Fully Paid,14/11/2021,1192296,car,A3, 36 months,Source Verified,49200,4100,5,149.34,7.51,4800,6,5376
723733,FL,INDIVIDUAL,10+ years,Costco Wholesale,A,MORTGAGE,11/04/2021,14/04/2021,14/05/2021,Fully Paid,14/06/2021,918757,car,A4, 36 months,Source Verified,94128,7844,19.43,136.45,7.29,4400,25,4912
643501,CT,INDIVIDUAL,10+ years,Housing Authority of CityNew Britain,A,MORTGAGE,11/01/2021,14/01/2021,14/01/2021,Fully Paid,14/02/2021,819057,car,A4, 36 months,Source Verified,88000,7333,24.82,116.54,6.54,3800,55,4195
966246,TX,INDIVIDUAL,10+ years,CITY OF RUNAWAY BAY,A,MORTGAGE,11/09/2021,14/01/2021,14/01/2021,Fully Paid,14/02/2021,1187115,car,A5, 36 months,Source Verified,62400,5200,11.44,127.02,8.9,4000,26,4532
1009373,CO,INDIVIDUAL,2 years,AgnetSolid,A,MORTGAGE,11/11/2021,14/11/2021,14/11/2021,Fully Paid,14/12/2021,1235893,car,A1, 36 months,Source Verified,67200,5600,15.34,304.36,6.03,10000,16,10957
1043030,TX,INDIVIDUAL,2 years,"Amphora, Inc.",A,MORTGAGE,11/12/2021,12/12/2021,12/12/2021,Fully Paid,12/01/2022,1273525,car,A2, 36 months,Source Verified,249999.96,20833,4.65,767.6,6.62,25000,23,26422
496217,GA,INDIVIDUAL,2 years,"iLumen, Inc.",A,MORTGAGE,10/04/2021,13/04/2021,13/04/2021,Fully Paid,13/05/2021,635775,car,A4, 36 months,Source Verified,45996,3833,7.65,195.99,7.51,6300,17,7056
660042,VA,INDIVIDUAL,3 years,Colonial Heights City Schools,A,MORTGAGE,11/02/2021,16/05/2021,14/03/2021,Fully Paid,14/04/2021,844184,car,A2, 36 months,Source Verified,55000,4583,4.1,97.05,5.79,3200,14,3494
609322,CA,INDIVIDUAL,3 years,JBL Professional,A,MORTGAGE,10/11/2021,16/05/2021,13/04/2021,Fully Paid,13/05/2021,781571,car,A4, 36 months,Source Verified,42000,3500,3.74,246.11,6.54,11000,9,8824
745105,NJ,INDIVIDUAL,3 years,CableVision,A,MORTGAGE,11/05/2021,14/05/2021,14/05/2021,Fully Paid,14/06/2021,943643,car,A4, 36 months,Source Verified,150600,12550,12.15,74.65,7.49,2400,34,2687
679353,IL,INDIVIDUAL,4 years,University of Chicago,A,MORTGAGE,11/02/2021,14/03/2021,14/03/2021,Fully Paid,14/04/2021,867842,car,A2, 36 months,Source Verified,198171.96,16514,14.74,151.64,5.79,5000,32,5459
882067,NC,INDIVIDUAL,6 years,Bank of America,A,MORTGAGE,11/09/2021,14/02/2021,14/01/2021,Fully Paid,14/02/2021,1097226,car,A2, 36 months,Source Verified,72000,6000,19.07,300.9,6.62,9800,24,10774
692011,TX,INDIVIDUAL,6 years,"Twin Distributing, Inc",A,MORTGAGE,11/03/2021,16/05/2021,14/03/2021,Fully Paid,14/04/2021,882637,car,A3, 36 months,Source Verified,51000,4250,6.47,203.55,6.92,6600,20,7328
786353,AZ,INDIVIDUAL,6 years,Global Parcel Service,A,MORTGAGE,11/06/2021,14/07/2021,14/07/2021,Fully Paid,14/08/2021,989733,car,A4, 36 months,Source Verified,144000,12000,10.82,155.51,7.49,5000,16,5598
887914,WA,INDIVIDUAL,7 years,okanogan co pud,A,MORTGAGE,11/09/2021,16/05/2021,14/07/2021,Fully Paid,14/08/2021,1104183,car,A1, 36 months,Source Verified,72000,6000,1.27,197.84,6.03,6500,26,7116
874826,CA,INDIVIDUAL,7 years,United States District Court,A,MORTGAGE,11/09/2021,16/04/2021,12/04/2021,Fully Paid,12/05/2021,1089326,car,A1, 36 months,Source Verified,62000,5167,17.11,361.92,5.42,12000,20,12350
800471,GA,INDIVIDUAL,7 years,Equifax Inc,A,MORTGAGE,11/07/2021,13/02/2021,13/02/2021,Fully Paid,13/03/2021,1005809,car,A1, 36 months,Source Verified,172000,14333,1.06,361.92,5.42,12000,34,12786
615055,GA,INDIVIDUAL,8 years,Walton County Public School,A,MORTGAGE,10/11/2021,11/10/2021,11/10/2021,Fully Paid,11/11/2021,788684,car,A1, 36 months,Source Verified,48000,4000,4.45,156.84,5.42,5200,22,5367
725675,OH,INDIVIDUAL,8 years,Ingram Insurance Agency,A,MORTGAGE,11/04/2021,11/06/2021,11/06/2021,Fully Paid,11/07/2021,920962,car,A1, 36 months,Source Verified,54000,4500,20.84,90.48,5.42,3000,19,3027
691491,AR,INDIVIDUAL,9 years,Controlled Automation,A,MORTGAGE,11/03/2021,12/07/2021,12/06/2021,Fully Paid,12/07/2021,882073,car,A5, 36 months,Source Verified,90000,7500,12.23,448.99,7.66,14400,19,15533
988457,KY,INDIVIDUAL,< 1 year,AAR Airlift,A,MORTGAGE,11/10/2021,14/11/2021,14/11/2021,Fully Paid,14/12/2021,1212690,car,A2, 36 months,Source Verified,180000,15000,11.16,184.23,6.62,6000,18,6632
784893,LA,INDIVIDUAL,< 1 year,Merchants & Farmers Bank,A,MORTGAGE,11/06/2021,16/01/2021,14/01/2021,Fully Paid,14/02/2021,988146,car,A4, 36 months,Source Verified,28800,2400,15.46,186.61,7.49,6000,15,6695
986766,TX,INDIVIDUAL,< 1 year,Mckesson,A,MORTGAGE,11/10/2021,16/01/2021,12/07/2021,Fully Paid,12/08/2021,1210745,car,A4, 36 months,Source Verified,60000,5000,10.56,125.17,7.9,4000,25,4213
1006430,PA,INDIVIDUAL,< 1 year,RAFFERTY SUBARU,A,MORTGAGE,11/11/2021,14/08/2021,14/08/2021,Fully Paid,14/09/2021,1232855,car,A4, 36 months,Source Verified,96000,8000,0.19,93.88,7.9,3000,14,3376
628865,AR,INDIVIDUAL,1 year,U.S. Air Force,A,MORTGAGE,10/12/2021,16/04/2021,12/02/2021,Fully Paid,12/03/2021,805748,car,A3, 36 months,Source Verified,54000,4500,15.29,183,6.17,6000,23,6359
878161,NC,INDIVIDUAL,10+ years,"O T Plus, Inc",A,MORTGAGE,11/09/2021,12/01/2021,12/01/2021,Fully Paid,12/02/2021,1092979,car,A1, 36 months,Source Verified,240000,20000,5.75,165.88,5.42,5500,38,5596
641920,AZ,INDIVIDUAL,10+ years,Indian Health Services,A,MORTGAGE,11/01/2021,14/10/2021,13/05/2021,Fully Paid,13/06/2021,821679,car,A2, 36 months,Source Verified,52500,4375,24.48,212.29,5.79,7000,29,7577
767265,OH,INDIVIDUAL,10+ years,Kiwiplan Inc,A,MORTGAGE,11/05/2021,16/05/2021,14/06/2021,Fully Paid,14/07/2021,968324,car,A3, 36 months,Source Verified,113676,9473,22.98,222.29,6.99,7200,30,8002
436358,MD,INDIVIDUAL,10+ years,D&R Electric,A,MORTGAGE,09/09/2021,12/09/2021,12/09/2021,Fully Paid,12/10/2021,522162,car,A5, 36 months,Source Verified,75000,6250,2.85,311.37,8.94,9800,25,11209
626737,IL,INDIVIDUAL,3 years,Chicago Franchise Systems,A,MORTGAGE,10/12/2021,13/12/2021,13/12/2021,Fully Paid,13/01/2022,803117,car,A3, 36 months,Source Verified,136000,11333,2,152.5,6.17,5000,18,5491
884684,IL,INDIVIDUAL,5 years,,A,MORTGAGE,11/09/2021,12/12/2021,13/01/2021,Fully Paid,13/02/2021,1100141,car,A1, 36 months,Source Verified,70000,5833,11.3,213.05,6.03,7000,47,7205
841213,CA,INDIVIDUAL,5 years,ICF International,A,MORTGAGE,11/08/2021,15/11/2021,14/08/2021,Fully Paid,14/09/2021,1051745,car,A3, 36 months,Source Verified,60000,5000,19.38,77.19,6.99,2500,31,2778
702373,CT,INDIVIDUAL,6 years,Town of Mansfield,A,MORTGAGE,11/03/2021,13/02/2021,13/01/2021,Fully Paid,13/02/2021,894224,car,A1, 36 months,Source Verified,54000,4500,4.67,144.77,5.42,4800,32,5136
767254,MO,INDIVIDUAL,6 years,Ferguson-Florissant School District,A,MORTGAGE,11/06/2021,14/06/2021,14/06/2021,Fully Paid,14/07/2021,968312,car,A2, 36 months,Source Verified,40000,3333,8.88,127.76,5.99,4200,14,4599
746563,IL,INDIVIDUAL,6 years,Central States Funds,A,MORTGAGE,11/05/2021,12/02/2021,12/02/2021,Fully Paid,12/03/2021,945346,car,A2, 36 months,Source Verified,53329,4444,4.59,250.95,5.99,8250,35,8504
665020,NY,INDIVIDUAL,6 years,Benfield Lighting Inc.,A,MORTGAGE,11/02/2021,14/02/2021,14/02/2021,Fully Paid,14/03/2021,850287,car,A3, 36 months,Source Verified,180000,15000,10.83,262.15,6.92,8500,38,9438
755205,OK,INDIVIDUAL,7 years,Housing Authority of the City of Tulsa,A,MORTGAGE,11/05/2021,14/05/2021,12/10/2021,Fully Paid,12/11/2021,954999,car,A2, 36 months,Source Verified,84000,7000,20.06,85.93,5.99,2825,32,3007
576680,NJ,INDIVIDUAL,8 years,First Republic bank,A,MORTGAGE,10/09/2021,16/05/2021,13/08/2021,Fully Paid,13/09/2021,741642,car,A5, 36 months,Source Verified,125000,10417,7.52,531.78,7.88,17000,21,19141
852640,MO,INDIVIDUAL,< 1 year,USDA,A,MORTGAGE,11/08/2021,16/04/2021,13/05/2021,Fully Paid,13/06/2021,1064747,car,A3, 36 months,Source Verified,72252,6021,8.77,246.99,6.99,8000,31,8724
856057,TX,INDIVIDUAL,< 1 year,Palm Valley Church,A,MORTGAGE,11/08/2021,14/04/2021,14/04/2021,Fully Paid,14/05/2021,1068362,car,A4, 36 months,Source Verified,51000,4250,3.95,217.72,7.49,7000,25,7817
974992,IL,INDIVIDUAL,1 year,Home Depot,A,MORTGAGE,11/10/2021,12/09/2021,12/09/2021,Fully Paid,12/10/2021,1197085,car,A3, 36 months,Source Verified,38880,3240,2.78,295.56,7.51,9500,11,10035
812474,AZ,INDIVIDUAL,1 year,Lumension Security,A,MORTGAGE,11/07/2021,16/05/2021,14/08/2021,Fully Paid,14/09/2021,1019616,car,A3, 36 months,Source Verified,141000,11750,7.95,239.27,6.99,8000,43,8613
